Filename,Paths
wfmformat.exe,C:\there\is\no\default\installation\path\WFMFormat.exe
wfc.exe,C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\wfc.exe
winproj.exe,C:\Program Files (x86)\Microsoft Office\Office14\WinProj.exe
winproj.exe,C:\Program Files\Microsoft Office\Office14\WinProj.exe
winproj.exe,C:\Program Files (x86)\Microsoft Office\Office15\WinProj.exe
winproj.exe,C:\Program Files\Microsoft Office\Office15\WinProj.exe
winproj.exe,C:\Program Files (x86)\Microsoft Office\Office16\WinProj.exe
winproj.exe,C:\Program Files\Microsoft Office\Office16\WinProj.exe
winproj.exe,C:\Program Files (x86)\Microsoft Office\root\Office14\WinProj.exe
winproj.exe,C:\Program Files\Microsoft Office\root\Office14\WinProj.exe
winproj.exe,C:\Program Files (x86)\Microsoft Office\root\Office15\WinProj.exe
winproj.exe,C:\Program Files\Microsoft Office\root\Office15\WinProj.exe
winproj.exe,C:\Program Files (x86)\Microsoft Office\root\Office16\WinProj.exe
winproj.exe,C:\Program Files\Microsoft Office\root\Office16\WinProj.exe
winword.exe,C:\Program Files\Microsoft Office\root\Office16\winword.exe
winword.exe,C:\Program Files (x86)\Microsoft Office 16\ClientX86\Root\Office16\winword.exe
winword.exe,C:\Program Files\Microsoft Office 16\ClientX64\Root\Office16\winword.exe
winword.exe,C:\Program Files (x86)\Microsoft Office\root\Office16\winword.exe
winword.exe,C:\Program Files (x86)\Microsoft Office\Office16\winword.exe
winword.exe,C:\Program Files\Microsoft Office\Office16\winword.exe
winword.exe,C:\Program Files (x86)\Microsoft Office 15\ClientX86\Root\Office15\winword.exe
winword.exe,C:\Program Files\Microsoft Office 15\ClientX64\Root\Office15\winword.exe
winword.exe,C:\Program Files (x86)\Microsoft Office\Office15\winword.exe
winword.exe,C:\Program Files\Microsoft Office\Office15\winword.exe
winword.exe,C:\Program Files (x86)\Microsoft Office 14\ClientX86\Root\Office14\winword.exe
winword.exe,C:\Program Files\Microsoft Office 14\ClientX64\Root\Office14\winword.exe
winword.exe,C:\Program Files (x86)\Microsoft Office\Office14\winword.exe
winword.exe,C:\Program Files\Microsoft Office\Office14\winword.exe
winword.exe,C:\Program Files (x86)\Microsoft Office\Office12\winword.exe
winword.exe,C:\Program Files\Microsoft Office\Office12\winword.exe
winword.exe,C:\Program Files\Microsoft Office\Office12\winword.exe
wsl.exe,C:\Windows\System32\wsl.exe
wsl.exe,C:\Windows\System32\wsl.exe
wsl.exe,C:\Windows\System32\wsl.exe
wsl.exe,C:\Windows\System32\wsl.exe
xbootmgrsleep.exe,C:\Program Files\Windows Kits\10\Windows Performance Toolkit\xbootmgrsleep.exe
xbootmgrsleep.exe,C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\xbootmgrsleep.exe
devtunnel.exe,C:\Users\.*\AppData\Local\Temp\.net\devtunnel\devtunnel.exe
devtunnel.exe,C:\Users\.*\AppData\Local\Temp\DevTunnels\devtunnel.exe
vsls-agent.exe,C:\Program Files (x86)\Microsoft Visual Studio\2019\Professional\Common7\IDE\Extensions\Microsoft\LiveShare\Agent\vsls-agent.exe
vstest.console.exe,C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\CommonExtensions\Microsoft\TestWindow\vstest.console.exe
vstest.console.exe,C:\Program Files (x86)\Microsoft Visual Studio\2022\TestAgent\Common7\IDE\CommonExtensions\Microsoft\TestWindow\vstest.console.exe
winfile.exe,C:\Windows\System32\winfile.exe
winfile.exe,C:\Windows\winfile.exe
winfile.exe,C:\Program Files\WinFile\winfile.exe
winfile.exe,C:\Program Files (x86)\WinFile\winfile.exe
winfile.exe,C:\Program Files\WindowsApps\Microsoft.WindowsFileManager_10.3.0.0_x64__8wekyb3d8bbwe\WinFile\winfile.exe
xsd.exe,C:\Program Files (x86)\Microsoft SDKs\Windows\.*\bin\NETFX .* Tools\xsd.exe
cl_loadassembly.ps1,C:\Windows\diagnostics\system\Audio\CL_LoadAssembly.ps1
cl_mutexverifiers.ps1,C:\Windows\diagnostics\system\WindowsUpdate\CL_Mutexverifiers.ps1
cl_mutexverifiers.ps1,C:\Windows\diagnostics\system\Audio\CL_Mutexverifiers.ps1
cl_mutexverifiers.ps1,C:\Windows\diagnostics\system\WindowsUpdate\CL_Mutexverifiers.ps1
cl_mutexverifiers.ps1,C:\Windows\diagnostics\system\Video\CL_Mutexverifiers.ps1
cl_mutexverifiers.ps1,C:\Windows\diagnostics\system\Speech\CL_Mutexverifiers.ps1
cl_invocation.ps1,C:\Windows\diagnostics\system\AERO\CL_Invocation.ps1
cl_invocation.ps1,C:\Windows\diagnostics\system\Audio\CL_Invocation.ps1
cl_invocation.ps1,C:\Windows\diagnostics\system\WindowsUpdate\CL_Invocation.ps1
launch-vsdevshell.ps1,C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\Tools\Launch-VsDevShell.ps1
launch-vsdevshell.ps1,C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\Tools\Launch-VsDevShell.ps1
launch-vsdevshell.ps1,C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\Tools\Launch-VsDevShell.ps1
launch-vsdevshell.ps1,C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\Tools\Launch-VsDevShell.ps1
manage-bde.wsf,C:\Windows\System32\manage-bde.wsf
manage-bde.wsf,C:\Windows\System32\manage-bde.wsf
pubprn.vbs,C:\Windows\System32\Printing_Admin_Scripts\en-US\pubprn.vbs
pubprn.vbs,C:\Windows\SysWOW64\Printing_Admin_Scripts\en-US\pubprn.vbs
syncappvpublishingserver.vbs,C:\Windows\System32\SyncAppvPublishingServer.vbs
utilityfunctions.ps1,C:\Windows\diagnostics\system\Networking\UtilityFunctions.ps1
winrm.vbs,C:\Windows\System32\winrm.vbs
winrm.vbs,C:\Windows\SysWOW64\winrm.vbs
pester.bat,C:\Program Files\WindowsPowerShell\Modules\Pester\.*\bin\Pester.bat
